key,population,area_km,population_density,days,cluster
Brazil.regions.MG:Jesuânia,4787.0,153.852,31.114317655929074,247,19
Brazil.regions.MG:Joanésia,4573.0,233.292,19.60204379061434,260,19
Brazil.regions.MG:Joaquim Felício,4695.0,790.935,5.936012440971762,268,19
Brazil.regions.MG:Jordânia,10812.0,546.705,19.77666200235959,259,19
Brazil.regions.MG:Josenópolis,4867.0,541.393,8.989772678996587,246,19
Brazil.regions.MG:José Gonçalves de Minas,4501.0,381.332,11.8033629488215,246,19
Brazil.regions.MG:José Raydan,4995.0,180.822,27.62385108006769,220,19
Brazil.regions.MG:Juatuba,26946.0,97.172,277.3021034866011,295,19
Brazil.regions.MG:Juramento,4331.0,431.63,10.034056946922133,246,19
Brazil.regions.MG:Juruaia,10563.0,220.353,47.936719717907174,240,19
Brazil.regions.MG:Juvenília,5724.0,1064.692,5.376202695239562,212,19
Brazil.regions.MG:Ladainha,18111.0,866.29,20.906393932747694,282,19
Brazil.regions.MG:Lagoa Dourada,13009.0,476.693,27.290100756671485,303,19
Brazil.regions.MG:Lagoa Formosa,18052.0,840.92,21.466964752889695,267,19
Brazil.regions.MG:Lagoa Grande,9532.0,1236.301,7.7100964894471495,226,19
Brazil.regions.MG:Lagoa da Prata,52165.0,439.984,118.56112949561803,333,19
Brazil.regions.MG:Lagoa dos Patos,4102.0,600.547,6.8304395825805475,233,19
Brazil.regions.MG:Lajinha,19923.0,431.92,46.1265975180589,287,19
Brazil.regions.MG:Lambari,20814.0,213.11,97.66787105250809,288,19
Brazil.regions.MG:Lamim,3391.0,118.602,28.59142341613126,247,19
Brazil.regions.MG:Laranjal,6810.0,204.882,33.23864468328111,283,19
Brazil.regions.MG:Leandro Ferreira,3229.0,352.005,9.173165153904064,236,19
Brazil.regions.MG:Leme do Prado,4918.0,280.036,17.562027739290663,183,19
Brazil.regions.MG:Leopoldina,52587.0,943.077,55.76108843710535,309,19
Brazil.regions.MG:Liberdade,5069.0,401.337,12.630283278142809,176,19
Brazil.regions.MG:Lima Duarte,16698.0,848.564,19.677950042660306,292,19
Brazil.regions.MG:Limeira do Oeste,7536.0,1319.036,5.713263322608329,248,19
Brazil.regions.MG:Lontra,9661.0,258.874,37.31931364293053,255,19
Brazil.regions.MG:Luisburgo,6266.0,145.418,43.08957625603433,254,19
Brazil.regions.MG:Luislândia,6699.0,411.714,16.271003657879014,234,19
Brazil.regions.MG:Luminárias,5446.0,500.143,10.888885778667301,250,19
Brazil.regions.MG:Luz,18215.0,1171.659,15.546332166611615,262,19
Brazil.regions.MG:Machacalis,7111.0,332.378,21.39431610997118,258,19
Brazil.regions.MG:Machado,42133.0,585.958,71.90447096890904,319,19
Brazil.regions.MG:Madre de Deus de Minas,5098.0,492.909,10.342679886145312,263,19
Brazil.regions.MG:Malacacheta,18650.0,727.886,25.622144126964937,280,19
Brazil.regions.MG:Mamonas,6543.0,284.365,23.009160761697114,290,19
Brazil.regions.MG:Manhumirim,22707.0,182.9,124.14980863860032,297,19
Brazil.regions.MG:Mantena,27644.0,685.208,40.343953952668386,287,19
Brazil.regions.MG:Mar de Espanha,12814.0,371.6,34.483315392895584,288,19
Brazil.regions.MG:Maravilhas,7976.0,261.604,30.488830446017648,252,19
Brazil.regions.MG:Maria da Fé,14095.0,202.898,69.46840284280772,278,19
Brazil.regions.MG:Marilac,4115.0,158.809,25.911629693531225,200,19
Brazil.regions.MG:Maripá de Minas,2973.0,77.338,38.4416457627557,304,19
Brazil.regions.MG:Marliéria,4039.0,545.813,7.399970319505032,313,19
Brazil.regions.MG:Marmelópolis,2755.0,107.902,25.532427573168246,197,19
Brazil.regions.MG:Martinho Campos,13388.0,1058.418,12.649066814812297,300,19
Brazil.regions.MG:Martins Soares,8417.0,113.268,74.31048486774729,254,19
Brazil.regions.MG:Mata Verde,8586.0,227.539,37.73419062226695,259,19
Brazil.regions.MG:Materlândia,4459.0,280.53,15.89491320001426,272,19
Brazil.regions.MG:Mateus Leme,31086.0,301.383,103.14450383731001,278,19
Brazil.regions.MG:Mathias Lobato,3203.0,172.297,18.589992861164152,275,19
Brazil.regions.MG:Matias Barbosa,14468.0,157.066,92.11414309907937,311,19
Brazil.regions.MG:Matipó,18908.0,266.99,70.81913180268924,275,19
Brazil.regions.MG:Mato Verde,12459.0,472.245,26.38249213861449,234,19
Brazil.regions.MG:Matozinhos,37820.0,252.28,149.91279530680197,319,19
Brazil.regions.MG:Matutina,3749.0,260.957,14.366351544507333,227,19
Brazil.regions.MG:Medeiros,3802.0,946.437,4.017171771602336,255,19
Brazil.regions.MG:Mendes Pimentel,6446.0,305.507,21.09935287898477,236,19
Brazil.regions.MG:Mercês,10739.0,348.271,30.83518294661341,255,19
Brazil.regions.MG:Mesquita,5605.0,274.938,20.38641439160829,268,19
Brazil.regions.MG:Minduri,3894.0,219.774,17.71820142510033,223,19
Brazil.regions.MG:Mirabela,13589.0,723.278,18.788073189008927,270,19
Brazil.regions.MG:Miradouro,10754.0,301.672,35.647988543848946,281,19
Brazil.regions.MG:Miravânia,4888.0,602.128,8.117875269045784,190,19
Brazil.regions.MG:Miraí,15014.0,320.695,46.8170691778793,280,19
Brazil.regions.MG:Moeda,4919.0,155.112,31.71256898241271,265,19
Brazil.regions.MG:Moema,7517.0,202.705,37.0834463876076,296,19
Brazil.regions.MG:Monjolos,2220.0,650.911,3.4106045219699777,224,19
Brazil.regions.MG:Monsenhor Paulo,8688.0,216.54,40.1219174286506,243,19
Brazil.regions.MG:Monte Azul,20854.0,1001.296,20.8270081973762,308,19
Brazil.regions.MG:Monte Belo,13166.0,421.283,31.252151166792867,228,19
Brazil.regions.MG:Monte Formoso,4906.0,385.553,12.724580018830096,258,19
Brazil.regions.MG:Monte Santo de Minas,21524.0,594.632,36.197177413929964,259,19
Brazil.regions.MG:Monte Sião,23803.0,291.594,81.6306234010302,281,19
Brazil.regions.MG:Montezuma,8249.0,1130.419,7.297294189145794,238,19
Brazil.regions.MG:Morro da Garça,2462.0,414.772,5.935791229880513,302,19
Brazil.regions.MG:Morro do Pilar,3182.0,477.548,6.663204536507325,238,19
Brazil.regions.MG:Munhoz,6029.0,191.564,31.472510492576895,308,19
Brazil.regions.MG:Mutum,26979.0,1250.824,21.568981727245397,296,19
Brazil.regions.MG:Muzambinho,20569.0,409.948,50.17465629787193,300,19
Brazil.regions.MG:Mário Campos,15416.0,35.196,438.00431867257646,316,19
Brazil.regions.MG:Nacip Raydan,3220.0,233.493,13.790563314531914,238,19
Brazil.regions.MG:Naque,6996.0,127.173,55.011677006911846,277,19
Brazil.regions.MG:Natalândia,3311.0,468.66,7.064823112704305,217,19
Brazil.regions.MG:Natércia,4730.0,188.719,25.063719074391027,244,19
Brazil.regions.MG:Nazareno,8608.0,341.453,25.209911759451522,307,19
Brazil.regions.MG:Nepomuceno,26769.0,582.553,45.951183840783585,274,19
Brazil.regions.MG:Ninheira,10295.0,1108.255,9.289378347041069,272,19
Brazil.regions.MG:Nova Belém,3190.0,146.775,21.73394651677738,271,19
Brazil.regions.MG:Nova Era,17578.0,361.926,48.56793930250935,263,19
Brazil.regions.MG:Nova Módica,3600.0,375.973,9.575155662773657,245,19
Brazil.regions.MG:Nova Ponte,15545.0,1111.011,13.991760657635254,283,19
Brazil.regions.MG:Nova Porteirinha,7500.0,120.943,62.01268366089811,286,19
Brazil.regions.MG:Nova Resende,16723.0,390.152,42.86278168508684,260,19
Brazil.regions.MG:Nova União,5725.0,172.131,33.25955231771151,259,19
Brazil.regions.MG:Novo Oriente de Minas,10755.0,755.151,14.242184675647653,258,19
Brazil.regions.MG:Novorizonte,5299.0,271.61,19.50959095762306,247,19
Brazil.regions.MG:Olaria,1747.0,178.242,9.801281403933977,265,19
Brazil.regions.MG:Oliveira,41687.0,897.294,46.45857433572497,281,19
Brazil.regions.MG:Oliveira Fortes,2133.0,111.13,19.193737064699,172,19
Brazil.regions.MG:Olímpio Noronha,2787.0,54.633,51.013123936082586,238,19
Brazil.regions.MG:Onça de Pitangui,3148.0,246.976,12.74617776626069,226,19
Brazil.regions.MG:Oratórios,4655.0,89.068,52.2634391700723,251,19
Brazil.regions.MG:Orizânia,8018.0,121.8,65.82922824302135,280,19
Brazil.regions.MG:Ouro Branco,39500.0,258.726,152.6711656346869,293,19
Brazil.regions.MG:Ouro Fino,33639.0,533.714,63.02813866602712,319,19
Brazil.regions.MG:Ouro Verde de Minas,5934.0,175.482,33.81543406161316,232,19
Brazil.regions.MG:Padre Carvalho,6378.0,446.275,14.291636322895076,246,19
Brazil.regions.MG:Padre Paraíso,20154.0,544.375,37.02227324913892,285,19
Brazil.regions.MG:Pai Pedro,6089.0,839.805,7.250492673894535,245,19
Brazil.regions.MG:Paineiras,4486.0,637.309,7.038971676219856,238,19
Brazil.regions.MG:Pains,8283.0,421.862,19.634382807648,238,19
Brazil.regions.MG:Paiva,1529.0,58.419,26.172991663671066,234,19
Brazil.regions.MG:Palma,6616.0,316.476,20.90521872116685,246,19
Brazil.regions.MG:Palmópolis,5507.0,433.154,12.713723063852578,229,19
Brazil.regions.MG:Papagaios,15674.0,553.577,28.314037613556923,266,19
Brazil.regions.MG:Paraguaçu,21513.0,424.296,50.70281124497992,282,19
Brazil.regions.MG:Paraisópolis,21083.0,331.238,63.6490982314831,320,19
Brazil.regions.MG:Paraopeba,24540.0,625.623,39.224900619062915,280,19
Brazil.regions.MG:Passa Quatro,16344.0,277.221,58.95657255402729,281,19
Brazil.regions.MG:Passa Tempo,8084.0,429.172,18.836270772557388,253,19
Brazil.regions.MG:Passa Vinte,2039.0,246.565,8.269624642589175,269,19
Brazil.regions.MG:Passabém,1649.0,94.183,17.508467557839523,213,19
Brazil.regions.MG:Patis,5972.0,444.196,13.444515484155643,186,19
Brazil.regions.MG:Patrocínio do Muriaé,5684.0,108.246,52.510023465070304,272,19
Brazil.regions.MG:Paula Cândido,9571.0,268.321,35.66996247032472,225,19
Brazil.regions.MG:Paulistas,4830.0,220.564,21.89840590486208,209,19
Brazil.regions.MG:Pavão,8450.0,601.19,14.055456677589447,223,19
Brazil.regions.MG:Pedra Bonita,7097.0,173.928,40.80424083528817,225,19
Brazil.regions.MG:Pedra Dourada,2504.0,69.99,35.77653950564367,290,19
Brazil.regions.MG:Pedra do Anta,3052.0,173.168,17.624503372447563,222,19
Brazil.regions.MG:Pedra do Indaiá,3972.0,347.92,11.41641756725684,280,19
Brazil.regions.MG:Pedralva,11195.0,217.989,51.35580235699966,237,19
Brazil.regions.MG:Pedrinópolis,3635.0,357.891,10.156723695203288,259,19
Brazil.regions.MG:Pedro Teixeira,1807.0,112.959,15.996954647261395,98,19
Brazil.regions.MG:Pequeri,3320.0,90.833,36.55059284621228,209,19
Brazil.regions.MG:Pequi,4406.0,203.991,21.598992112397113,225,19
Brazil.regions.MG:Perdigão,11506.0,249.322,46.14915651246179,241,19
Brazil.regions.MG:Perdões,21390.0,270.657,79.02991609306244,313,19
Brazil.regions.MG:Periquito,6810.0,228.907,29.750073173821683,257,19
Brazil.regions.MG:Pescador,4252.0,317.463,13.393686823346341,264,19
Brazil.regions.MG:Peçanha,17541.0,996.646,17.60003050230473,231,19
Brazil.regions.MG:Piau,2748.0,192.196,14.297904222772587,193,19
Brazil.regions.MG:Piedade de Caratinga,8566.0,109.345,78.33920160958435,250,19
Brazil.regions.MG:Piedade de Ponte Nova,4140.0,83.733,49.44287198595536,236,19
Brazil.regions.MG:Piedade do Rio Grande,4497.0,322.814,13.930622587620114,253,19
Brazil.regions.MG:Piedade dos Gerais,4982.0,259.638,19.18825441576349,303,19
Brazil.regions.MG:Pimenta,8660.0,414.969,20.869028770823846,254,19
Brazil.regions.MG:Pingo-d'Água,4941.0,66.57,74.22262280306445,242,19
Brazil.regions.MG:Pintópolis,7507.0,1228.736,6.1095304442939735,264,19
Brazil.regions.MG:Piracema,6409.0,280.335,22.861933044393318,282,19
Brazil.regions.MG:Pirajuba,6199.0,337.98,18.3413219717143,265,19
Brazil.regions.MG:Piranga,17626.0,658.812,26.754218198818478,282,19
Brazil.regions.MG:Piranguinho,8596.0,124.803,68.87654944192047,281,19
Brazil.regions.MG:Piranguçu,5472.0,203.619,26.873720035949493,287,19
Brazil.regions.MG:Pirapetinga,10752.0,190.681,56.38736948096559,313,19
Brazil.regions.MG:Pirapora,56428.0,549.514,102.68710169349643,315,19
Brazil.regions.MG:Piraúba,10787.0,144.289,74.75968369037142,281,19
Brazil.regions.MG:Pitangui,27989.0,569.636,49.13488613781433,280,19
Brazil.regions.MG:Piumhi,34691.0,902.468,38.4401441380747,318,19
Brazil.regions.MG:Planura,12133.0,317.52,38.21176618795667,294,19
Brazil.regions.MG:Pocrane,8432.0,691.066,12.201439515183788,264,19
Brazil.regions.MG:Ponte Nova,59742.0,470.643,126.9369777092191,289,19
Brazil.regions.MG:Ponto Chique,4261.0,602.799,7.068691222115498,197,19
Brazil.regions.MG:Ponto dos Volantes,12121.0,1212.413,9.99741837146253,257,19
Brazil.regions.MG:Porto Firme,11279.0,284.777,39.60642888997356,305,19
Brazil.regions.MG:Poté,16555.0,625.111,26.483296566529784,290,19
Brazil.regions.MG:Pouso Alto,5940.0,263.034,22.58263190309998,254,19
Brazil.regions.MG:Poço Fundo,16791.0,474.244,35.40582484965545,299,19
Brazil.regions.MG:Prados,9031.0,264.115,34.19343846430532,246,19
Brazil.regions.MG:Pratinha,3603.0,622.478,5.7881563685784885,273,19
Brazil.regions.MG:Pratápolis,8603.0,215.516,39.91814992854359,279,19
Brazil.regions.MG:Presidente Bernardes,5369.0,236.798,22.673333389640113,218,19
Brazil.regions.MG:Presidente Juscelino,3641.0,695.882,5.232208908981695,300,19
Brazil.regions.MG:Presidente Kubitschek,3002.0,189.235,15.863872962189868,244,19
Brazil.regions.MG:Prudente de Morais,10733.0,124.189,86.42472360676067,227,19
Brazil.regions.MG:Quartel Geral,3563.0,556.436,6.403252126030666,231,19
Brazil.regions.MG:Queluzito,1939.0,153.56,12.626986194321438,141,19
Brazil.regions.MG:Raposos,16354.0,72.228,226.42188624910008,293,19
Brazil.regions.MG:Raul Soares,23762.0,763.364,31.12800708443154,275,19
Brazil.regions.MG:Recreio,10517.0,234.296,44.8876634684331,286,19
Brazil.regions.MG:Reduto,7154.0,151.859,47.10948972402031,238,19
Brazil.regions.MG:Resende Costa,11500.0,618.312,18.59902444073542,254,19
Brazil.regions.MG:Resplendor,17397.0,1081.796,16.081590244371398,273,19
Brazil.regions.MG:Ressaquinha,4808.0,183.062,26.264325747560935,226,19
Brazil.regions.MG:Riacho dos Machados,9481.0,1315.54,7.206926433251745,286,19
Brazil.regions.MG:Ribeirão Vermelho,4033.0,49.251,81.8866621997523,273,19
Brazil.regions.MG:Rio Acima,10312.0,229.812,44.87146015003568,273,19
Brazil.regions.MG:Rio Casca,13564.0,384.381,35.287904448971204,259,19
Brazil.regions.MG:Rio Doce,2610.0,112.094,23.284029475261836,200,19
Brazil.regions.MG:Rio Espera,5474.0,238.602,22.941970310391362,268,19
Brazil.regions.MG:Rio Manso,5832.0,231.54,25.187872505830526,273,19
Brazil.regions.MG:Rio Novo,8949.0,209.31,42.75476565859252,287,19
Brazil.regions.MG:Rio Paranaíba,12313.0,1352.353,9.104871287304423,272,19
Brazil.regions.MG:Rio Piracicaba,14339.0,373.037,38.43854631041961,275,19
Brazil.regions.MG:Rio Pomba,17910.0,252.418,70.95373547052904,283,19
Brazil.regions.MG:Rio Preto,5476.0,348.046,15.733552461456245,226,19
Brazil.regions.MG:Rio Vermelho,12846.0,986.561,13.020989072140496,261,19
Brazil.regions.MG:Rio do Prado,5150.0,479.815,10.733303460708814,233,19
Brazil.regions.MG:Ritápolis,4604.0,404.805,11.373377305122219,232,19
Brazil.regions.MG:Rochedo de Minas,2305.0,79.402,29.029495478703307,234,19
Brazil.regions.MG:Rodeiro,8109.0,72.673,111.58201808099294,282,19
Brazil.regions.MG:Romaria,3533.0,407.557,8.668726092301199,238,19
Brazil.regions.MG:Rosário da Limeira,4594.0,111.156,41.32930296160351,259,19
Brazil.regions.MG:Rubelita,5995.0,1110.295,5.399465907709212,248,19
Brazil.regions.MG:Rubim,10241.0,965.174,10.610522040585428,244,19
Brazil.regions.MG:Sabinópolis,15470.0,919.811,16.818672531639653,243,19
Brazil.regions.MG:Salto da Divisa,7009.0,938.008,7.4722177209576035,282,19
Brazil.regions.MG:Santa Bárbara,31324.0,684.06,45.791304856299156,287,19
Brazil.regions.MG:Santa Bárbara do Leste,8147.0,107.402,75.8551982272211,253,19
Brazil.regions.MG:Santa Bárbara do Monte Verde,3150.0,417.925,7.537237542621283,237,19
Brazil.regions.MG:Santa Bárbara do Tugúrio,4430.0,194.564,22.768857548158962,249,19
Brazil.regions.MG:Santa Cruz de Minas,8604.0,3.565,2413.4642356241234,283,19
Brazil.regions.MG:Santa Cruz de Salinas,4142.0,589.607,7.025018359687046,219,19
Brazil.regions.MG:Santa Cruz do Escalvado,4758.0,258.726,18.390111546578233,237,19
Brazil.regions.MG:Santa Efigênia de Minas,4409.0,131.965,33.410373962793166,258,19
Brazil.regions.MG:Santa Helena de Minas,6366.0,276.433,23.029088422872814,261,19
Brazil.regions.MG:Santa Juliana,14003.0,723.784,19.346932233926143,259,19
Brazil.regions.MG:Santa Margarida,16208.0,255.73,63.3793454033551,290,19
Brazil.regions.MG:Santa Maria de Itabira,10847.0,597.441,18.155767682499192,316,19
Brazil.regions.MG:Santa Maria do Salto,5232.0,440.605,11.874581541289817,247,19
Brazil.regions.MG:Santa Maria do Suaçuí,14615.0,624.047,23.41971037437885,238,19
Brazil.regions.MG:Santa Rita de Caldas,8949.0,503.011,17.79086342048186,234,19
Brazil.regions.MG:Santa Rita de Ibitipoca,3425.0,324.234,10.563358562026192,212,19
Brazil.regions.MG:Santa Rita de Jacutinga,4884.0,420.94,11.60260369648881,285,19
Brazil.regions.MG:Santa Rita de Minas,7212.0,68.153,105.82072689390048,236,19
Brazil.regions.MG:Santa Rita do Itueto,5489.0,485.081,11.315635945336965,240,19
Brazil.regions.MG:Santa Rita do Sapucaí,43260.0,352.969,122.56033816000838,295,19
Brazil.regions.MG:Santa Rosa da Serra,3350.0,284.334,11.781918448022395,272,19
Brazil.regions.MG:Santana da Vargem,7100.0,172.444,41.17278652780033,265,19
Brazil.regions.MG:Santana de Cataguases,3872.0,161.486,23.97731072662646,289,19
Brazil.regions.MG:Santana de Pirapama,7642.0,1255.832,6.085208849591346,266,19
Brazil.regions.MG:Santana do Deserto,3976.0,182.655,21.76781363773234,268,19
Brazil.regions.MG:Santana do Garambéu,2458.0,203.074,12.103962102484807,149,19
Brazil.regions.MG:Santana do Jacaré,4821.0,106.169,45.40873512984016,230,19
Brazil.regions.MG:Santana do Manhuaçu,8674.0,347.362,24.97106764700802,244,19
Brazil.regions.MG:Santana do Paraíso,34663.0,276.067,125.56009954105343,323,19
Brazil.regions.MG:Santana do Riacho,4295.0,677.207,6.34222623215649,204,19
Brazil.regions.MG:Santana dos Montes,3777.0,196.565,19.215017932999263,200,19
Brazil.regions.MG:Santo Antônio do Amparo,18525.0,488.885,37.89234687094102,280,19
Brazil.regions.MG:Santo Antônio do Aventureiro,3602.0,202.032,17.828858794646393,284,19
Brazil.regions.MG:Santo Antônio do Grama,3911.0,130.213,30.035403531137444,236,19
Brazil.regions.MG:Santo Antônio do Itambé,3838.0,305.737,12.553272911031376,200,19
Brazil.regions.MG:Santo Antônio do Jacinto,11640.0,503.706,23.108718180843585,265,19
Brazil.regions.MG:Santo Antônio do Monte,28243.0,1125.78,25.087494892430136,323,19
Brazil.regions.MG:Santo Antônio do Retiro,7277.0,796.29,9.138630398472918,237,19
Brazil.regions.MG:Santo Antônio do Rio Abaixo,1765.0,107.269,16.453961535951674,238,19
Brazil.regions.MG:Santo Hipólito,3087.0,430.656,7.168134195274186,255,19
Brazil.regions.MG:Santos Dumont,46487.0,637.373,72.93531417239198,307,19
Brazil.regions.MG:Sapucaí-Mirim,6930.0,285.073,24.309562813735432,205,19
Brazil.regions.MG:Sardoá,6300.0,141.904,44.39621152328335,254,19
Brazil.regions.MG:Sarzedo,32752.0,62.134,527.1188077381144,320,19
Brazil.regions.MG:Sem-Peixe,2633.0,176.634,14.906529886658289,244,19
Brazil.regions.MG:Senador Amaral,5356.0,151.097,35.44742781127355,319,19
Brazil.regions.MG:Senador Cortes,2005.0,98.336,20.389277578913113,269,19
Brazil.regions.MG:Senador Firmino,7812.0,166.495,46.92032793777591,252,19
Brazil.regions.MG:Senador José Bento,1502.0,93.892,15.99710305457334,294,19
Brazil.regions.MG:Senador Modestino Gonçalves,4156.0,952.055,4.365294021878988,262,19
Brazil.regions.MG:Senhora de Oliveira,5786.0,170.749,33.885996404078504,240,19
Brazil.regions.MG:Senhora do Porto,3523.0,381.328,9.23876557714094,301,19
Brazil.regions.MG:Senhora dos Remédios,10459.0,237.815,43.979563946765346,255,19
Brazil.regions.MG:Sericita,7326.0,166.012,44.129340047707394,227,19
Brazil.regions.MG:Seritinga,1851.0,114.769,16.128048514842856,197,19
Brazil.regions.MG:Serra Azul de Minas,4293.0,218.595,19.639058532903313,225,19
Brazil.regions.MG:Serra da Saudade,781.0,335.659,2.3267661525536334,211,19
Brazil.regions.MG:Serra do Salitre,11582.0,1295.272,8.941751230629551,327,19
Brazil.regions.MG:Serra dos Aimorés,8699.0,213.574,40.730613276896996,246,19
Brazil.regions.MG:Serrania,7669.0,209.27,36.64643761647632,275,19
Brazil.regions.MG:Serranos,1963.0,213.173,9.2084832506931,252,19
Brazil.regions.MG:Serranópolis de Minas,4781.0,551.954,8.6619537135341,269,19
Brazil.regions.MG:Serro,20966.0,1217.813,17.216107891769916,275,19
Brazil.regions.MG:Setubinha,12258.0,534.655,22.926934191207415,203,19
Brazil.regions.MG:Silveirânia,2261.0,157.456,14.359567117162891,259,19
Brazil.regions.MG:Silvianópolis,6238.0,312.166,19.98295778528091,267,19
Brazil.regions.MG:Simonésia,19633.0,486.543,40.35203466086245,251,19
Brazil.regions.MG:Simão Pereira,2615.0,135.689,19.272011732712308,273,19
Brazil.regions.MG:Sobrália,5553.0,206.787,26.85371904423392,306,19
Brazil.regions.MG:Soledade de Minas,6151.0,196.866,31.244602927879875,197,19
Brazil.regions.MG:São Bento Abade,5286.0,80.403,65.74381552927129,244,19
Brazil.regions.MG:São Brás do Suaçuí,3738.0,110.019,33.97594960870395,314,19
Brazil.regions.MG:São Domingos das Dores,5644.0,60.865,92.72981187874805,250,19
Brazil.regions.MG:São Domingos do Prata,17359.0,743.768,23.339267083284035,280,19
Brazil.regions.MG:São Francisco de Paula,6527.0,316.822,20.601473382530255,279,19
Brazil.regions.MG:São Francisco de Sales,6238.0,1128.864,5.525909232644499,237,19
Brazil.regions.MG:São Francisco do Glória,4844.0,164.613,29.426594497396923,288,19
Brazil.regions.MG:São Félix de Minas,3369.0,162.56,20.724655511811022,239,19
Brazil.regions.MG:São Geraldo,12366.0,185.578,66.63505372404056,269,19
Brazil.regions.MG:São Geraldo da Piedade,3962.0,152.336,26.008297447747083,303,19
Brazil.regions.MG:São Geraldo do Baixio,4012.0,280.954,14.279917708948796,238,19
Brazil.regions.MG:São Gonçalo do Pará,12411.0,265.73,46.705302374590744,257,19
Brazil.regions.MG:São Gonçalo do Rio Abaixo,10920.0,363.828,30.014182525808902,276,19
Brazil.regions.MG:São Gonçalo do Rio Preto,3167.0,314.458,10.071297279763911,252,19
Brazil.regions.MG:São Gonçalo do Sapucaí,25449.0,516.683,49.25457195224151,279,19
Brazil.regions.MG:São Gotardo,35469.0,866.087,40.953160594720856,314,19
Brazil.regions.MG:São Joaquim de Bicas,31578.0,71.758,440.06243206332397,282,19
Brazil.regions.MG:São José da Barra,7426.0,314.253,23.630641553143487,276,19
Brazil.regions.MG:São José da Lapa,23766.0,47.93,495.8481118297517,305,19
Brazil.regions.MG:São José da Safira,4268.0,213.881,19.955021717684133,265,19
Brazil.regions.MG:São José da Varginha,5004.0,205.501,24.350246470820093,223,19
Brazil.regions.MG:São José do Alegre,4196.0,88.794,47.25544518773791,231,19
Brazil.regions.MG:São José do Divino,3860.0,328.704,11.74308800623053,264,19
Brazil.regions.MG:São José do Goiabal,5420.0,189.578,28.589815273924188,238,19
Brazil.regions.MG:São José do Jacuri,6453.0,345.146,18.69643571126422,236,19
Brazil.regions.MG:São José do Mantimento,2791.0,54.701,51.02283322059926,247,19
Brazil.regions.MG:São João Batista do Glória,7453.0,547.908,13.602648619841286,254,19
Brazil.regions.MG:São João Evangelista,15774.0,478.183,32.98737094376003,243,19
Brazil.regions.MG:São João Nepomuceno,26361.0,407.427,64.70116118961188,317,19
Brazil.regions.MG:São João da Lagoa,4915.0,998.015,4.924775679724252,246,19
Brazil.regions.MG:São João da Mata,2749.0,120.536,22.806464458750913,285,19
Brazil.regions.MG:São João das Missões,13014.0,678.274,19.186936252900747,241,19
Brazil.regions.MG:São João do Manhuaçu,11559.0,143.096,80.77793928551462,286,19
Brazil.regions.MG:São João do Manteninha,5859.0,137.928,42.478684531059685,280,19
Brazil.regions.MG:São João do Oriente,7498.0,120.122,62.41987312898553,266,19
Brazil.regions.MG:São João do Pacuí,4419.0,415.922,10.62458826414568,162,19
Brazil.regions.MG:São Lourenço,45851.0,58.019,790.2755993726194,315,19
Brazil.regions.MG:São Miguel do Anta,6938.0,152.111,45.611428496295474,253,19
Brazil.regions.MG:São Pedro da União,4659.0,260.827,17.862414550640846,232,19
Brazil.regions.MG:São Pedro do Suaçuí,5246.0,308.106,17.026607725912513,258,19
Brazil.regions.MG:São Pedro dos Ferros,7781.0,402.739,19.32020489696801,237,19
Brazil.regions.MG:São Sebastião da Bela Vista,5504.0,167.428,32.873832333898754,233,19
Brazil.regions.MG:São Sebastião da Vargem Alegre,3007.0,73.629,40.83988645778158,273,19
Brazil.regions.MG:São Sebastião do Anta,6555.0,80.618,81.3093850008683,275,19
Brazil.regions.MG:São Sebastião do Maranhão,10044.0,517.83,19.396326979896877,251,19
Brazil.regions.MG:São Sebastião do Oeste,6775.0,408.09,16.601730010536894,296,19
Brazil.regions.MG:São Sebastião do Rio Preto,1506.0,128.002,11.765441164981796,279,19
Brazil.regions.MG:São Sebastião do Rio Verde,2241.0,90.848,24.667576611482918,205,19
Brazil.regions.MG:São Tiago,10941.0,572.4,19.11425576519916,269,19
Brazil.regions.MG:São Tomás de Aquino,7021.0,277.928,25.261938343743704,311,19
Brazil.regions.MG:São Tomé das Letras,7089.0,369.747,19.172569351475467,105,19
Brazil.regions.MG:São Vicente de Minas,7753.0,392.651,19.745269972571062,290,19
Brazil.regions.MG:Tabuleiro,3750.0,211.084,17.76543935115878,288,19
Brazil.regions.MG:Taiobeiras,34132.0,1220.046,27.9759943477541,255,19
Brazil.regions.MG:Taparuba,3110.0,193.082,16.107146186594296,269,19
Brazil.regions.MG:Tapira,4773.0,1179.248,4.0474946745722695,272,19
Brazil.regions.MG:Tapiraí,1875.0,407.92,4.596489507746617,177,19
Brazil.regions.MG:Taquaraçu de Minas,4077.0,329.287,12.381296558928838,238,19
Brazil.regions.MG:Tarumirim,14326.0,731.753,19.57764436906989,237,19
Brazil.regions.MG:Teixeiras,11661.0,166.735,69.93732569646444,267,19
Brazil.regions.MG:Tiradentes,7981.0,83.047,96.10220718388383,254,19
Brazil.regions.MG:Tocantins,16659.0,173.866,95.81516800294479,272,19
Brazil.regions.MG:Tocos do Moji,4101.0,114.705,35.75258271217471,212,19
Brazil.regions.MG:Toledo,6258.0,136.776,45.7536409896473,323,19
Brazil.regions.MG:Tombos,8022.0,285.124,28.135127172738876,288,19
Brazil.regions.MG:Três Pontas,56746.0,689.794,82.2651400273125,307,19
Brazil.regions.MG:Tumiritinga,6732.0,500.073,13.46203454295673,231,19
